CNTYVTD,18R_Governor_D_tot,ValdezD_18R_Governor_pct,WhiteD_18R_Governor_pct,TOTPOP,HISP,NH_WHITE,NH_BLACK,NH_AMIN,NH_ASIAN,NH_NHPI,NH_OTHER*,VAP,HVAP,WVAP,BVAP,AMINVAP,ASIANVAP,NHPIVAP,OTHERVAP*,HVAP_pct,BVAP_pct,WVAP_pct
1133318,27,0.8518518518518519,0.14814814814814814,2312,889,762.0,515.0,10.0,120.0,0.0,16.0,1723.0,595.0,637.0,383.0,9.0,92.0,0.0,7.0,0.3453279164248404,0.22228670922809052,0.3697040046430644
1133400,7,0.42857142857142855,0.5714285714285714,840,438,202.0,165.0,7.0,24.0,0.0,4.0,653.0,320.0,164.0,144.0,7.0,18.0,0.0,0.0,0.4900459418070444,0.22052067381317,0.25114854517611024
1133401,1,1.0,0.0,39,15,22.0,2.0,0.0,0.0,0.0,0.0,35.0,12.0,21.0,2.0,0.0,0.0,0.0,0.0,0.3428571428571429,0.057142857142857134,0.6
1133402,8,0.625,0.375,1111,691,260.0,151.0,6.0,1.0,0.0,2.0,834.0,492.0,218.0,117.0,6.0,1.0,0.0,0.0,0.5899280575539568,0.14028776978417265,0.26139088729016785
1133404,54,0.7962962962962963,0.2037037037037037,6471,3596,1632.0,1139.0,35.0,36.0,0.0,33.0,5103.0,2721.0,1375.0,938.0,22.0,27.0,0.0,20.0,0.5332157554379776,0.18381344307270234,0.2694493435234176
1133405,49,0.6734693877551021,0.32653061224489793,6158,3219,1715.0,1054.0,21.0,84.0,0.0,65.0,4563.0,2307.0,1389.0,760.0,15.0,66.0,0.0,26.0,0.5055884286653517,0.16655708963401272,0.30440499671268895
1133406,5,0.4,0.6,167,90,56.0,18.0,3.0,0.0,0.0,0.0,138.0,66.0,55.0,14.0,3.0,0.0,0.0,0.0,0.4782608695652174,0.10144927536231883,0.3985507246376812
1133407,5,1.0,0.0,1041,478,444.0,115.0,4.0,0.0,0.0,0.0,910.0,384.0,414.0,110.0,2.0,0.0,0.0,0.0,0.42197802197802203,0.12087912087912088,0.4549450549450549
1133408,31,0.8709677419354839,0.12903225806451613,5580,3037,1264.0,1215.0,25.0,20.0,2.0,17.0,4147.0,2180.0,1045.0,877.0,21.0,18.0,1.0,5.0,0.5256812153363878,0.2114781769954184,0.2519893899204244
1133409,13,0.8461538461538461,0.15384615384615385,1798,1136,606.0,41.0,4.0,11.0,0.0,0.0,1482.0,888.0,544.0,35.0,4.0,11.0,0.0,0.0,0.5991902834008097,0.02361673414304993,0.3670715249662618
1133410,3,0.6666666666666666,0.3333333333333333,836,496,195.0,140.0,3.0,1.0,0.0,1.0,663.0,402.0,176.0,80.0,3.0,1.0,0.0,1.0,0.6063348416289592,0.12066365007541477,0.2654600301659125
1133411,0,0.0,0.0,16,7,9.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.8181818181818182
1133500,103,0.6504854368932039,0.3495145631067961,5194,908,2983.0,353.0,15.0,886.0,1.0,48.0,4305.0,679.0,2633.0,258.0,14.0,696.0,1.0,24.0,0.15772357723577235,0.059930313588850176,0.6116144018583043
1133501,0,0.0,0.0,5,0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1133600,166,0.6867469879518072,0.3132530120481928,3265,887,646.0,1659.0,14.0,48.0,0.0,11.0,2953.0,705.0,621.0,1563.0,13.0,43.0,0.0,8.0,0.23874026413816454,0.5292922451743989,0.21029461564510668
1133601,191,0.680628272251309,0.3193717277486911,2109,357,506.0,1176.0,0.0,56.0,0.0,14.0,1789.0,244.0,466.0,1029.0,0.0,47.0,0.0,3.0,0.1363890441587479,0.5751816657350475,0.2604807154835103
1133602,65,0.5846153846153846,0.4153846153846154,519,51,137.0,305.0,1.0,25.0,0.0,0.0,447.0,37.0,121.0,264.0,1.0,24.0,0.0,0.0,0.08277404921700224,0.5906040268456376,0.2706935123042505
1133603,40,0.625,0.375,276,34,110.0,117.0,0.0,8.0,0.0,7.0,259.0,32.0,103.0,112.0,0.0,8.0,0.0,4.0,0.12355212355212356,0.4324324324324325,0.3976833976833977
1133604,225,0.7422222222222222,0.2577777777777778,4331,719,994.0,2531.0,10.0,46.0,7.0,24.0,3680.0,494.0,935.0,2175.0,10.0,43.0,6.0,17.0,0.1342391304347826,0.5910326086956522,0.2540760869565217
1133605,222,0.7477477477477478,0.25225225225225223,4727,1202,722.0,2741.0,21.0,16.0,1.0,24.0,3967.0,885.0,695.0,2351.0,8.0,16.0,1.0,11.0,0.22309049659692465,0.5926392740105874,0.17519536173430805
1133606,287,0.6829268292682927,0.3170731707317073,3694,492,272.0,2887.0,8.0,15.0,0.0,20.0,3182.0,346.0,247.0,2558.0,5.0,14.0,0.0,12.0,0.10873664362036456,0.8038969201759899,0.07762413576367065
1133607,353,0.7195467422096318,0.2804532577903683,4227,530,412.0,3205.0,6.0,31.0,6.0,37.0,3490.0,360.0,362.0,2707.0,6.0,31.0,4.0,20.0,0.10315186246418337,0.7756446991404011,0.10372492836676217
1133608,259,0.7760617760617761,0.22393822393822396,3548,531,233.0,2704.0,4.0,39.0,1.0,36.0,2850.0,350.0,201.0,2254.0,4.0,29.0,1.0,11.0,0.12280701754385966,0.7908771929824562,0.07052631578947369
1133609,243,0.7983539094650206,0.20164609053497945,4001,613,906.0,2423.0,6.0,34.0,1.0,18.0,3439.0,454.0,851.0,2088.0,5.0,31.0,1.0,9.0,0.1320151206746147,0.6071532422215761,0.2474556557138703
1133610,28,0.7857142857142857,0.21428571428571427,786,166,264.0,348.0,1.0,1.0,0.0,6.0,655.0,120.0,246.0,284.0,1.0,1.0,0.0,3.0,0.18320610687022898,0.43358778625954203,0.3755725190839695
1133611,64,0.671875,0.328125,1681,316,487.0,853.0,3.0,12.0,1.0,9.0,1423.0,237.0,459.0,711.0,3.0,9.0,1.0,3.0,0.16654954321855234,0.499648629655657,0.3225579761068166
1133612,338,0.7307692307692307,0.2692307692307692,4114,602,648.0,2803.0,14.0,26.0,3.0,18.0,3430.0,429.0,600.0,2356.0,11.0,23.0,1.0,10.0,0.1250728862973761,0.6868804664723032,0.1749271137026239
1133613,28,0.6785714285714286,0.32142857142857145,1557,254,450.0,847.0,2.0,0.0,0.0,4.0,1355.0,174.0,423.0,754.0,2.0,0.0,0.0,2.0,0.12841328413284134,0.5564575645756458,0.3121771217712177
1133614,42,0.7380952380952381,0.2619047619047619,1475,358,197.0,913.0,0.0,5.0,0.0,2.0,1226.0,261.0,180.0,782.0,0.0,3.0,0.0,0.0,0.2128874388254486,0.6378466557911908,0.1468189233278956
1133615,239,0.7698744769874477,0.2301255230125523,2862,398,404.0,1986.0,2.0,43.0,0.0,29.0,2507.0,302.0,381.0,1778.0,1.0,34.0,0.0,11.0,0.12046270442760272,0.7092142002393299,0.1519744714798564
1133616,36,0.7777777777777778,0.2222222222222222,1122,554,138.0,398.0,2.0,11.0,0.0,19.0,836.0,369.0,115.0,336.0,1.0,7.0,0.0,8.0,0.4413875598086125,0.4019138755980861,0.1375598086124402
1133617,156,0.7435897435897436,0.2564102564102564,2376,681,271.0,1397.0,5.0,9.0,0.0,13.0,1800.0,433.0,245.0,1103.0,2.0,7.0,0.0,10.0,0.24055555555555555,0.6127777777777778,0.1361111111111111
1133618,32,0.84375,0.15625,390,101,55.0,225.0,4.0,3.0,0.0,2.0,344.0,81.0,53.0,204.0,3.0,3.0,0.0,0.0,0.23546511627906974,0.5930232558139535,0.15406976744186046
1133619,1,1.0,0.0,921,496,172.0,223.0,7.0,5.0,0.0,18.0,678.0,363.0,136.0,161.0,5.0,4.0,0.0,9.0,0.5353982300884956,0.2374631268436578,0.20058997050147487
1133620,81,0.7283950617283951,0.2716049382716049,1702,234,285.0,1160.0,1.0,10.0,2.0,10.0,1485.0,186.0,264.0,1016.0,0.0,8.0,2.0,9.0,0.12525252525252525,0.6841750841750842,0.17777777777777778
1133700,147,0.6122448979591837,0.3877551020408163,8093,2599,2822.0,1659.0,47.0,909.0,1.0,56.0,6536.0,1939.0,2462.0,1324.0,29.0,750.0,0.0,32.0,0.2966646266829865,0.2025703794369645,0.3766829865361077
1133701,118,0.7372881355932204,0.2627118644067797,6277,2146,2591.0,1157.0,15.0,325.0,0.0,43.0,4997.0,1532.0,2239.0,923.0,10.0,271.0,0.0,22.0,0.3065839503702221,0.18471082649589754,0.4480688413047829
1133702,92,0.6847826086956522,0.31521739130434784,5833,2150,2499.0,958.0,14.0,160.0,2.0,50.0,4685.0,1579.0,2186.0,741.0,11.0,141.0,1.0,26.0,0.3370330843116329,0.15816435432230522,0.4665955176093917
1133703,0,0.0,0.0,118,53,46.0,19.0,0.0,0.0,0.0,0.0,110.0,52.0,44.0,14.0,0.0,0.0,0.0,0.0,0.4727272727272727,0.12727272727272726,0.4
1133800,210,0.7523809523809524,0.24761904761904766,5956,1252,434.0,4214.0,10.0,28.0,1.0,17.0,4762.0,884.0,382.0,3464.0,6.0,18.0,1.0,7.0,0.18563628727425446,0.7274254514909702,0.08021839563208735
1133801,17,0.8823529411764706,0.1176470588235294,1692,1020,203.0,463.0,3.0,1.0,0.0,2.0,1285.0,742.0,193.0,344.0,3.0,1.0,0.0,2.0,0.5774319066147859,0.267704280155642,0.15019455252918287
1133802,226,0.7123893805309734,0.2876106194690265,6720,1757,586.0,4327.0,9.0,13.0,1.0,27.0,5455.0,1253.0,536.0,3632.0,8.0,13.0,0.0,13.0,0.2296975252062328,0.6658111824014665,0.09825847846012832
1133803,159,0.7484276729559748,0.2515723270440252,4647,1253,374.0,2941.0,11.0,26.0,3.0,39.0,3657.0,892.0,331.0,2386.0,10.0,18.0,2.0,18.0,0.24391577796007655,0.6524473612250479,0.09051134809953514
1133805,268,0.7574626865671642,0.24253731343283585,6486,1339,358.0,4713.0,9.0,7.0,0.0,60.0,5233.0,958.0,325.0,3903.0,8.0,7.0,0.0,32.0,0.183068985285687,0.7458436843111026,0.062105866615708015
1133806,48,0.7291666666666666,0.2708333333333333,1445,229,61.0,1146.0,2.0,1.0,1.0,5.0,1102.0,138.0,56.0,900.0,2.0,1.0,1.0,4.0,0.12522686025408347,0.8166969147005445,0.05081669691470055
1133807,134,0.7238805970149254,0.27611940298507465,2714,597,523.0,1569.0,7.0,4.0,1.0,13.0,2211.0,410.0,482.0,1305.0,7.0,4.0,1.0,2.0,0.1854364540931705,0.5902306648575305,0.21800090456806875
1133808,165,0.7515151515151515,0.2484848484848485,6523,1975,2067.0,2397.0,16.0,17.0,3.0,48.0,5383.0,1491.0,1913.0,1924.0,14.0,13.0,2.0,26.0,0.27698309492847856,0.3574215121679361,0.3553780419840238
1133809,20,0.7,0.3,917,303,200.0,406.0,0.0,5.0,0.0,3.0,785.0,242.0,180.0,357.0,0.0,5.0,0.0,1.0,0.30828025477707005,0.4547770700636943,0.22929936305732485
1133900,286,0.7797202797202797,0.2202797202797203,8891,2969,1405.0,4373.0,32.0,41.0,4.0,67.0,6686.0,2068.0,1197.0,3343.0,19.0,23.0,3.0,33.0,0.30930302123840864,0.5,0.17903081064911755
1133920,33,0.5757575757575758,0.42424242424242425,6128,1939,3215.0,832.0,59.0,44.0,2.0,37.0,5235.0,1515.0,2869.0,719.0,56.0,43.0,2.0,31.0,0.28939828080229224,0.1373447946513849,0.5480420248328558
1133921,61,0.819672131147541,0.18032786885245905,9332,4137,4164.0,940.0,22.0,29.0,2.0,38.0,7163.0,2944.0,3438.0,717.0,22.0,29.0,1.0,12.0,0.41100097724417145,0.10009772441714364,0.4799664944855507
1133922,2,0.5,0.5,231,98,18.0,115.0,0.0,0.0,0.0,0.0,187.0,73.0,14.0,100.0,0.0,0.0,0.0,0.0,0.3903743315508021,0.5347593582887701,0.0748663101604278
1133940A,53,0.7735849056603774,0.22641509433962265,4752,2661,1238.0,797.0,25.0,10.0,1.0,20.0,3849.0,2034.0,1107.0,665.0,23.0,10.0,1.0,9.0,0.5284489477786438,0.17277214861002854,0.2876071706936867
1133950,108,0.7407407407407407,0.25925925925925924,5584,2434,1360.0,1751.0,19.0,9.0,0.0,11.0,4764.0,1937.0,1251.0,1541.0,16.0,8.0,0.0,11.0,0.4065910999160369,0.3234676742233417,0.2625944584382872
1134000A,7,0.7142857142857143,0.2857142857142857,1307,668,260.0,150.0,4.0,212.0,2.0,11.0,1063.0,486.0,246.0,125.0,4.0,189.0,2.0,11.0,0.4571966133584196,0.11759172154280338,0.23142050799623706
1134001A,59,0.7796610169491526,0.22033898305084745,3216,2373,707.0,101.0,3.0,19.0,0.0,13.0,2662.0,1868.0,681.0,80.0,2.0,19.0,0.0,12.0,0.7017280240420737,0.030052592036063114,0.25582268970698724
1134002,44,0.6818181818181818,0.3181818181818182,1737,636,1023.0,47.0,7.0,23.0,0.0,1.0,1611.0,545.0,997.0,40.0,6.0,22.0,0.0,1.0,0.3382991930477964,0.02482929857231533,0.6188702669149596
1134003A,1,0.0,1.0,5099,4783,143.0,114.0,1.0,44.0,0.0,14.0,3617.0,3368.0,133.0,79.0,1.0,35.0,0.0,1.0,0.9311584185789328,0.02184130494885264,0.036770804534144316
1134004,74,0.7027027027027027,0.2972972972972973,3450,2179,1004.0,154.0,6.0,99.0,0.0,8.0,2879.0,1683.0,961.0,126.0,5.0,97.0,0.0,7.0,0.5845779784647447,0.043765196248697465,0.3337964571031608
1134005,33,0.6666666666666666,0.3333333333333333,2294,1393,653.0,110.0,4.0,115.0,0.0,19.0,1855.0,1076.0,578.0,88.0,4.0,102.0,0.0,7.0,0.5800539083557952,0.047439353099730464,0.3115902964959569
1134006A,62,0.7258064516129032,0.27419354838709675,1947,859,981.0,48.0,6.0,45.0,0.0,8.0,1618.0,636.0,899.0,33.0,6.0,36.0,0.0,8.0,0.3930778739184178,0.0203955500618047,0.5556242274412856
1134007,23,0.5652173913043478,0.43478260869565216,216,62,120.0,26.0,0.0,1.0,0.0,7.0,194.0,49.0,115.0,25.0,0.0,1.0,0.0,4.0,0.2525773195876289,0.12886597938144329,0.5927835051546392
1134008,14,0.8571428571428571,0.14285714285714285,7681,6825,553.0,133.0,4.0,6.0,0.0,160.0,5583.0,4843.0,516.0,97.0,4.0,6.0,0.0,117.0,0.8674547734193087,0.01737417159233387,0.09242342826437401
1134009,42,0.7380952380952381,0.2619047619047619,4834,4219,505.0,58.0,11.0,11.0,0.0,30.0,3902.0,3355.0,473.0,45.0,11.0,9.0,0.0,9.0,0.8598154792414147,0.011532547411583802,0.1212198872373142
1134010,84,0.6071428571428571,0.3928571428571429,1752,902,778.0,35.0,3.0,27.0,0.0,7.0,1514.0,730.0,724.0,29.0,2.0,24.0,0.0,5.0,0.4821664464993395,0.01915455746367239,0.4782034346103039
1134011,29,0.6206896551724138,0.3793103448275862,1855,1363,412.0,63.0,3.0,1.0,1.0,12.0,1515.0,1076.0,378.0,50.0,3.0,1.0,1.0,6.0,0.7102310231023102,0.03300330033003299,0.2495049504950495
1134012,2,0.5,0.5,169,84,79.0,5.0,0.0,1.0,0.0,0.0,151.0,69.0,76.0,5.0,0.0,1.0,0.0,0.0,0.456953642384106,0.03311258278145696,0.5033112582781457
1134013,26,0.3461538461538461,0.6538461538461539,429,139,284.0,4.0,0.0,2.0,0.0,0.0,406.0,125.0,276.0,3.0,0.0,2.0,0.0,0.0,0.3078817733990148,0.007389162561576354,0.6798029556650246
1134014,158,0.4746835443037974,0.5253164556962026,2812,561,2151.0,43.0,1.0,43.0,1.0,12.0,2549.0,496.0,1964.0,40.0,1.0,41.0,1.0,6.0,0.19458611220086308,0.01569242840329541,0.7704982346018047
1134015,168,0.6845238095238095,0.3154761904761905,3051,1380,522.0,1111.0,1.0,26.0,0.0,11.0,2584.0,1070.0,475.0,1002.0,1.0,26.0,0.0,10.0,0.4140866873065016,0.3877708978328173,0.18382352941176472
1134016,129,0.7674418604651163,0.2325581395348837,2329,920,433.0,872.0,6.0,67.0,1.0,30.0,1989.0,719.0,423.0,762.0,6.0,60.0,1.0,18.0,0.3614881850175968,0.383107088989442,0.21266968325791852
1134017,49,0.7346938775510204,0.2653061224489796,539,84,348.0,65.0,0.0,38.0,0.0,4.0,529.0,83.0,339.0,65.0,0.0,38.0,0.0,4.0,0.15689981096408318,0.12287334593572778,0.6408317580340265
1134018,80,0.6,0.4,2259,718,1457.0,46.0,4.0,28.0,2.0,4.0,2159.0,651.0,1424.0,46.0,4.0,28.0,2.0,4.0,0.301528485409912,0.021306160259379345,0.6595646132468735
1134019,123,0.7317073170731707,0.2682926829268293,4672,1845,648.0,2010.0,5.0,159.0,0.0,5.0,3573.0,1293.0,567.0,1600.0,5.0,105.0,0.0,3.0,0.3618807724601176,0.4478029666946544,0.15869017632241816
1134020,50,0.78,0.22,2249,1888,248.0,51.0,3.0,45.0,0.0,14.0,1818.0,1503.0,225.0,37.0,3.0,37.0,0.0,13.0,0.8267326732673267,0.02035203520352035,0.12376237623762375
1134021,349,0.7621776504297995,0.23782234957020054,5818,3218,1392.0,856.0,24.0,264.0,8.0,56.0,4932.0,2613.0,1338.0,693.0,22.0,223.0,1.0,42.0,0.5298053527980535,0.14051094890510948,0.2712895377128954
1134022,174,0.7816091954022989,0.2183908045977012,6600,4473,1053.0,503.0,12.0,525.0,2.0,32.0,5488.0,3616.0,999.0,433.0,11.0,406.0,2.0,21.0,0.6588921282798834,0.07889941690962099,0.182033527696793
1134023,0,0.0,0.0,61,0,60.0,1.0,0.0,0.0,0.0,0.0,61.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016393442622950817,0.9836065573770492
1134024,87,0.8620689655172413,0.13793103448275862,4040,2018,122.0,1722.0,8.0,132.0,10.0,28.0,2865.0,1278.0,94.0,1371.0,7.0,99.0,4.0,12.0,0.44607329842931936,0.4785340314136126,0.03280977312390925
1134025,9,0.6666666666666666,0.3333333333333333,969,716,0.0,253.0,0.0,0.0,0.0,0.0,751.0,530.0,0.0,221.0,0.0,0.0,0.0,0.0,0.7057256990679095,0.29427430093209056,0.0
1134026,5,0.8,0.2,384,284,8.0,88.0,2.0,1.0,0.0,1.0,304.0,215.0,6.0,80.0,2.0,1.0,0.0,0.0,0.7072368421052632,0.2631578947368421,0.01973684210526316
1134027,6,0.8333333333333334,0.16666666666666666,888,834,41.0,12.0,0.0,1.0,0.0,0.0,745.0,692.0,41.0,11.0,0.0,1.0,0.0,0.0,0.9288590604026844,0.014765100671140941,0.05503355704697987
1134028,34,0.7058823529411765,0.29411764705882354,1705,999,6.0,692.0,0.0,7.0,0.0,1.0,1338.0,725.0,4.0,603.0,0.0,6.0,0.0,0.0,0.5418535127055306,0.4506726457399104,0.002989536621823617
1134029,1,1.0,0.0,218,98,28.0,92.0,0.0,0.0,0.0,0.0,198.0,88.0,26.0,84.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.42424242424242425,0.13131313131313133
1134030,2,0.5,0.5,168,141,5.0,20.0,1.0,1.0,0.0,0.0,104.0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9903846153846154,0.0,0.0
1134031,58,0.6206896551724138,0.3793103448275862,3838,1912,32.0,1882.0,3.0,2.0,0.0,7.0,3124.0,1432.0,23.0,1661.0,2.0,2.0,0.0,4.0,0.4583866837387964,0.5316901408450704,0.00736235595390525
1134032,164,0.7926829268292683,0.2073170731707317,4518,2456,1699.0,218.0,15.0,103.0,0.0,27.0,4055.0,2050.0,1661.0,213.0,15.0,96.0,0.0,20.0,0.5055487053020962,0.05252774352651048,0.4096177558569667
1134033,68,0.6029411764705882,0.3970588235294117,5033,1631,1755.0,1571.0,7.0,61.0,1.0,7.0,4791.0,1506.0,1685.0,1524.0,7.0,61.0,1.0,7.0,0.3143393863494051,0.31809643080776456,0.3517011062408683
1134035,121,0.7603305785123967,0.2396694214876033,1679,670,466.0,532.0,4.0,7.0,0.0,0.0,1397.0,487.0,443.0,456.0,4.0,7.0,0.0,0.0,0.34860415175375803,0.3264137437365784,0.31710808876163205
1134036,35,0.7714285714285715,0.22857142857142854,2294,1492,152.0,640.0,1.0,8.0,0.0,1.0,1717.0,1059.0,143.0,508.0,1.0,6.0,0.0,0.0,0.6167734420500873,0.29586488060570765,0.08328479906814211
1134037,12,0.4166666666666667,0.5833333333333334,418,237,39.0,141.0,1.0,0.0,0.0,0.0,350.0,181.0,39.0,129.0,1.0,0.0,0.0,0.0,0.5171428571428571,0.36857142857142855,0.11142857142857143
1134038,110,0.8181818181818182,0.18181818181818185,3694,2019,291.0,1341.0,8.0,19.0,3.0,13.0,3111.0,1573.0,273.0,1225.0,8.0,19.0,3.0,10.0,0.5056252009000322,0.3937640630022501,0.08775313404050145
1134039,11,1.0,0.0,1393,796,6.0,586.0,0.0,3.0,0.0,2.0,1130.0,610.0,6.0,509.0,0.0,3.0,0.0,2.0,0.5398230088495575,0.4504424778761062,0.005309734513274336
1134040,39,0.7692307692307693,0.2307692307692308,1447,603,30.0,813.0,0.0,0.0,0.0,1.0,1268.0,468.0,27.0,773.0,0.0,0.0,0.0,0.0,0.3690851735015773,0.6096214511041009,0.02129337539432177
1134041,20,0.95,0.05,1569,845,47.0,667.0,1.0,2.0,0.0,7.0,1348.0,665.0,45.0,630.0,1.0,2.0,0.0,5.0,0.4933234421364986,0.4673590504451038,0.03338278931750742
1134043,62,0.7419354838709677,0.25806451612903225,3430,2680,165.0,575.0,8.0,0.0,0.0,2.0,2600.0,1976.0,145.0,473.0,5.0,0.0,0.0,1.0,0.76,0.1819230769230769,0.055769230769230765
1134044,45,0.7555555555555555,0.24444444444444444,3091,2455,28.0,590.0,10.0,4.0,0.0,4.0,2453.0,1873.0,26.0,538.0,8.0,4.0,0.0,4.0,0.7635548308194048,0.21932327761924172,0.01059926620464737
1134046,43,0.7906976744186046,0.20930232558139536,2908,2225,50.0,626.0,2.0,0.0,0.0,5.0,2271.0,1652.0,49.0,565.0,2.0,0.0,0.0,3.0,0.7274328489652135,0.24878907970057246,0.021576398062527518
1134047,39,0.7179487179487181,0.28205128205128205,1774,804,17.0,944.0,4.0,0.0,1.0,4.0,1472.0,611.0,17.0,836.0,4.0,0.0,1.0,3.0,0.4150815217391304,0.5679347826086957,0.01154891304347826
1134048,0,0.0,0.0,196,90,54.0,10.0,0.0,32.0,0.0,10.0,195.0,89.0,54.0,10.0,0.0,32.0,0.0,10.0,0.4564102564102564,0.05128205128205128,0.2769230769230769
1134050,158,0.7911392405063291,0.2088607594936709,4616,2116,860.0,1380.0,16.0,193.0,5.0,46.0,3436.0,1475.0,714.0,1068.0,10.0,153.0,3.0,13.0,0.4292782305005821,0.3108265424912689,0.2077997671711292
1134052,127,0.6771653543307087,0.3228346456692913,10013,5194,1946.0,2474.0,12.0,351.0,1.0,35.0,7739.0,3849.0,1682.0,1897.0,11.0,283.0,1.0,16.0,0.4973510789507689,0.2451221087995865,0.21734074169789375
1134053,7,1.0,0.0,511,315,90.0,85.0,0.0,21.0,0.0,0.0,391.0,224.0,79.0,68.0,0.0,20.0,0.0,0.0,0.5728900255754475,0.17391304347826084,0.2020460358056266
1134054,5,0.8,0.2,1077,963,33.0,62.0,4.0,14.0,0.0,1.0,781.0,683.0,32.0,49.0,3.0,13.0,0.0,1.0,0.8745198463508322,0.06274007682458388,0.040973111395646605
1134055,93,0.7204301075268817,0.27956989247311825,7029,5120,960.0,765.0,7.0,164.0,7.0,6.0,5797.0,4100.0,911.0,638.0,7.0,134.0,4.0,3.0,0.7072623770915991,0.11005692599620494,0.15715025012937725
1134056,143,0.7272727272727273,0.2727272727272727,7799,5782,568.0,1374.0,15.0,14.0,0.0,46.0,6044.0,4383.0,510.0,1093.0,9.0,12.0,0.0,37.0,0.7251819986763732,0.18084050297816012,0.0843812045003309
1134057,66,0.7575757575757576,0.24242424242424246,3429,2766,351.0,303.0,5.0,3.0,0.0,1.0,2660.0,2062.0,326.0,263.0,5.0,3.0,0.0,1.0,0.775187969924812,0.09887218045112782,0.1225563909774436
1134058,34,0.8235294117647058,0.17647058823529413,2450,1965,336.0,145.0,3.0,1.0,0.0,0.0,1969.0,1516.0,328.0,121.0,3.0,1.0,0.0,0.0,0.7699339766378872,0.06145251396648045,0.1665820213306247
1134059,4,0.5,0.5,752,427,150.0,140.0,6.0,24.0,0.0,5.0,514.0,262.0,115.0,116.0,3.0,17.0,0.0,1.0,0.5097276264591439,0.2256809338521401,0.2237354085603113
1134060,33,0.6363636363636364,0.3636363636363637,6265,4717,380.0,1023.0,8.0,128.0,0.0,9.0,4806.0,3620.0,342.0,727.0,8.0,106.0,0.0,3.0,0.7532251352476071,0.15126924677486475,0.07116104868913857
1134061,67,0.8507462686567164,0.14925373134328354,6576,5892,584.0,75.0,14.0,4.0,0.0,7.0,5243.0,4619.0,545.0,62.0,12.0,3.0,0.0,2.0,0.8809841693686821,0.011825290864009156,0.1039481213045966
1134062,62,0.8709677419354839,0.12903225806451613,5328,4892,358.0,39.0,11.0,6.0,0.0,22.0,4301.0,3926.0,328.0,32.0,6.0,5.0,0.0,4.0,0.9128109741920484,0.007440130202278541,0.07626133457335503
1134063,167,0.8203592814371258,0.17964071856287425,5977,4507,1143.0,283.0,16.0,16.0,0.0,12.0,4973.0,3631.0,1073.0,234.0,15.0,14.0,0.0,6.0,0.7301427709632012,0.04705409209732556,0.2157651317112407
1134065,22,0.5454545454545454,0.4545454545454545,3966,3203,689.0,51.0,6.0,7.0,0.0,10.0,3122.0,2434.0,622.0,45.0,5.0,6.0,0.0,10.0,0.7796284433055733,0.014413837283792441,0.19923126201153107
1134066,19,0.8421052631578947,0.15789473684210525,4128,3750,306.0,42.0,7.0,17.0,2.0,4.0,3247.0,2892.0,296.0,36.0,6.0,15.0,1.0,1.0,0.8906683092085002,0.01108715737603942,0.09116107175854636
1134067,74,0.8243243243243243,0.17567567567567569,5535,4705,763.0,39.0,10.0,12.0,1.0,5.0,4565.0,3777.0,736.0,32.0,7.0,9.0,1.0,3.0,0.827382256297919,0.007009857612267251,0.16122672508214678
1134068,93,0.7849462365591398,0.21505376344086025,4524,3833,595.0,72.0,14.0,9.0,0.0,1.0,3823.0,3165.0,573.0,64.0,11.0,9.0,0.0,1.0,0.8278838608422705,0.01674077949254512,0.14988229139419304
1134069,109,0.7339449541284404,0.26605504587155965,6371,5507,744.0,92.0,14.0,4.0,0.0,10.0,5262.0,4455.0,703.0,78.0,13.0,4.0,0.0,9.0,0.8466362599771949,0.01482326111744584,0.13359939186621056
1134070,74,0.8378378378378378,0.16216216216216214,4315,3644,385.0,266.0,10.0,3.0,1.0,6.0,3439.0,2826.0,371.0,227.0,6.0,3.0,1.0,5.0,0.8217505088688573,0.06600756033730737,0.1078801977318988
1134071,9,0.4444444444444444,0.5555555555555556,2281,2162,29.0,79.0,8.0,1.0,0.0,2.0,1762.0,1668.0,23.0,63.0,6.0,0.0,0.0,2.0,0.9466515323496028,0.03575482406356413,0.013053348467650395
1134072,14,0.9285714285714286,0.07142857142857142,931,870,35.0,21.0,5.0,0.0,0.0,0.0,747.0,696.0,31.0,18.0,2.0,0.0,0.0,0.0,0.931726907630522,0.024096385542168683,0.04149933065595717
1134073,123,0.8211382113821138,0.17886178861788618,3186,2069,1039.0,56.0,11.0,10.0,0.0,1.0,2733.0,1677.0,986.0,50.0,11.0,8.0,0.0,1.0,0.6136114160263447,0.01829491401390413,0.3607757043541896
1134074,256,0.734375,0.265625,4856,3166,1479.0,145.0,23.0,20.0,0.0,23.0,4117.0,2542.0,1396.0,133.0,16.0,19.0,0.0,11.0,0.6174398834102501,0.03230507651202332,0.3390818557201846
